id,year,name,abbreviated_name,type,international_or_national,website,hq_location,year_founded,year_closed,countries_of_operation_count,sector,religious_or_secular,religion,red_cross_code_of_conduct_signatory,chs_member,interaction_member,icva_member,staff,staff_imputed,natl,natl_imputed,intl,intl_imputed,percent_intl,ope_approx_usd,ope_imputed,ope/staff,ope_inflation_adjusted,ope_original_currency,humexp_approx_usd,humexp_imputed,humexp_inflation_adjusted
6683,2022,Pastoral Social Pasto,NA,NNGO,NA,https://pastoralsocialpasto.org.co,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5300,2019,Pastoralist Concern Association,NA,NNGO,NA,https://pastoralistconcern.org,Ethiopia,1995,NA,1,NA,NA,NA,NA,NA,NA,NA,58,A,58,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4336,2020,Pastoralist Welfare Organization,PWO,NNGO,National,https://pwo-ethiopia.org,Ethiopia,2003,NA,1,NA,NA,NA,NA,NA,NA,NA,25,A,25,A,NA,NA,NA,25235,A,1009.4,28539,NA,NA,NA,NA
6055,2022,Patients Helping Fund,PHF,NNGO,NA,http://phf-sudan.org/,Sudan,1986,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7018,2022,Pattan Development Organization,NA,NNGO,NA,https://pattan.org/v2/,Pakistan,1992,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,2022,PCATI,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6243,2022,PCDR,NA,NNGO,NA,NA,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,2022,PCO,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,2022,PCOA,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,2022,PCPM,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6473,2022,PCR,NA,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6426,2022,Peace & Development Action,PDA,NNGO,NA,https://pda.org.so,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5918,2022,Peace Action Social Service,PASS,NNGO,NA,www.passsouthsudan.org,South Sudan,2010,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,2022,Peace and Development Network Trust,PeaceNet Kenya,NNGO,National,https://www.peacenetkenya.or.ke,Kenya,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,2022,Peace and Development Organization,PDNO,NNGO,NA,NA,Sudan,2003,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7008,2022,Peace and Development Organization,PADO,NNGO,NA,http://www.pado.org.pk,Pakistan,2009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6048,2022,Peace Bridge Association,PBA,NNGO,NA,NA,Sudan,2003,NA,1,NA,NA,NA,NA,NA,NA,NA,17,A,17,A,NA,NA,NA,180000,A,10588.24,180000,NA,NA,NA,NA
1564,2022,Peace Builders (PB),NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6242,2022,Peace Light for Rural Development Organization,PLRD,NNGO,NA,NA,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,2022,Peace NGOs Hiroshima (PEN),NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6601,2022,Peace One Day,POD,NNGO,NA,https://www.peaceoneday.org/Main/,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6601,2022,Peace One Day,POD,NNGO,NA,https://www.peaceoneday.org/Main/,United Kingdom,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3586,2022,Peace Organization,NA,NNGO,National,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6670,2022,Peace Startup,NA,NNGO,NA,https://www.peacestartup.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40,A,40,A,NA,NA,NA,1300000,A,32500,1300000,NA,NA,NA,NA
1567,2022,PECC,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6027,2022,PEDER,NA,NNGO,NA,https://peder-drc.org,DR Congo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6647,2022,Pediatric Association of Zimbabwe,NA,NNGO,NA,NA,Zimbabwe,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3587,2022,Peer? e? Hirat,NA,NNGO,National,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1568,2022,PEGASE,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5510,2022,Pekawa Organization,Pekawa,NNGO,NA,www.pekawa.org,Iraq,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6659,2022,Pentecostal Assemblies of Zimbabwe,NA,NNGO,NA,NA,Zimbabwe,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7071,2022,People Primary Healthcare Initiative,PPHI,NNGO,NA,https://pphisindh.org/home/,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1574,2022,People's Action for Accountability and Good Governance in Zambia,PAAGZ,NNGO,National,https://peoplesactionzambia.org,Zambia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5320,2022,People's Action for Change (Organization),PAC (PACO),NNGO,NA,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,2022,People's Action for National Integration,PANI,NNGO,National,https://paniindia.in,India,1986,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,2022,People's Oriented Program Implementation,POPI,NNGO,National,https://popibd.org,Bangladesh,1986,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,2022,Peoples Research On Grass Root Ownership & Traditional Initiative,Progoti,NNGO,National,NA,Bangladesh,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6886,2022,People?s Disaster Risk Reduction Network,PDRRN,NNGO,NA,https://www.pdrrn.org,Philippines,1991,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6864,2022,Perkantas,NA,NNGO,NA,https://perkantas.net,Indonesia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6872,2022,Perkumpulan Keluarga Berencana Indonesia,PKBI,NNGO,NA,https://pkbi.or.id,Indonesia,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5445,2022,Person in Need Relief Mission,PNRM,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4506,2022,Pertubuhan Kebajikan Tech Menceria,NA,NNGO,National,NA,Malaysia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,2022,PESADEV,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,2022,Petits Pas,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,2022,Peuple et culture,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,2022,Peuples solidaires,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1583,2022,Pharmacie Humanitaire Internationale,PHI,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3595,2022,Phebe Hospital,NA,NNGO,National,https://phebehospital.com/about-2/,Liberia,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6887,2022,Philippine Rural Reconstruction Movement,PRRM,NNGO,NA,http://www.prrm.org,Philippines,1952,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,2022,Phoenix Association,NA,NNGO,NA,https://phoenixmyanmar.net,Myanmar,2005,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6345,2022,PHW,NA,NNGO,NA,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4428,2022,Physicians for Human Rights,NA,NNGO,National,NA,Israel,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5846,2022,Pilgrims of Hope,PoH,NNGO,NA,https://hopepilgrims.org,South Sudan,2017,NA,1,NA,NA,NA,NA,NA,NA,NA,50,A,50,A,NA,NA,NA,850000,A,17000,850000,NA,NA,NA,NA
5615,2022,Pin Lal Pyar Yae' Pham Tee Shin,NA,NNGO,NA,NA,Myanmar,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,2022,Pingliang City Bureau for Ethnic Minority Affairs,NA,NNGO,National,NA,China,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4895,2022,Pity Organization of Relief for Woeful Afghan,PORWA,NNGO,National,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1592,2022,PK,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5419,2022,Plateforme Des Intervenants en Psychosocial et en Santé Mentale,PPSM,NNGO,NA,https://ppsm-burundi.org,Burundi,2011,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6309,2022,Plateforme Haïtienne Pour le Renforcement de la Vaccination,PHAREV,NNGO,NA,NA,Haiti,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,2022,Platform Handicap en Ontwikkelingssamenwerking,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6336,2022,Plich-o-Plich,NA,NNGO,NA,NA,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6480,2022,PODIUM,NA,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6597,2022,Pogramme d'Appui au développement Sanitaire et Social II,PADSS II,NNGO,NA,NA,Mali,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5528,2022,Point Organization,NA,NNGO,NA,NA,Iraq,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3599,2022,Pokot Outreach Ministries,NA,NNGO,National,NA,Kenya,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6920,2022,Pomogaem,NA,NNGO,NA,https://www.pomogaem.net/,Ukraine,2009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,2022,Pompiers de l'Urgence Internationale,PUI,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,2022,Pompiers Sans Frontieres,POSF,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3600,2022,Poor Empowerment Organization,NA,NNGO,National,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1669,2022,Population Service International,PSI,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3601,2022,Portee Vocational Training Centre,NA,NNGO,National,NA,Sierra Leone,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4611,2022,Portuguese Refugee Council,NA,NNGO,National,NA,Portugal,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6963,2022,Poruch,NA,NNGO,NA,http://poruch.ua/en/about-us-2,Ukraine,2011,NA,1,NA,NA,NA,NA,NA,NA,NA,15,A,NA,NA,NA,NA,NA,278507,A,18567.13,278507,NA,NA,NA,NA
6332,2022,Posmishka UA,SoC,NNGO,NA,NA,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3602,2022,Poultry and Women Skills Development Organization,NA,NNGO,National,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,2022,Poverty Eradication Network,PEN,NNGO,National,https://penkenya.org,Kenya,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,2022,Poverty Reduction Mission,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,2022,Pragati Gramin Vikas Samity,NA,NNGO,National,http://www.pragatigvs.org,India,1985,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4375,2022,"PRAKSIS, Projects of Development Social Support and Medical Cooperation",NA,NNGO,National,NA,Greece,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6139,2022,Prantic Unnayan Society,Prantic,NNGO,NA,https://pranticbd.org,Bangladesh,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4773,2022,PRAVNI CENTAR,NA,NNGO,National,NA,Serbia and Montenegro,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4681,2022,Pravno-informacijski Center Nnevladnih Organizacij,NA,NNGO,National,NA,Slovenia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4761,2022,Praxis,NA,NNGO,National,https://www.praxis.org.rs/index.php/en/,Serbia and Montenegro,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4220,2022,Praxis Support to Social Development,NA,NNGO,National,NA,Azerbaijan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6352,2022,PRCD,NA,NNGO,NA,NA,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6405,2022,PRDO,NA,NNGO,NA,NA,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5816,2022,Presbyterian Church in Cameroon Health Services,PCCHS,NNGO,NA,NA,Cameroon,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3604,2022,Presbyterian Church of the Sudan,PCOS,NNGO,National,NA,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3605,2022,Presbyterian Community Based Rehabilitation,PCBR,NNGO,National,https://www.cbrsandema.org,Ghana,1991,NA,1,Disabilities,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6991,2022,Prime Foundation,NA,NNGO,NA,https://www.prime.edu.pk/pf/index.php,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,2022,Proclade Internazionale,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,2022,Procomes,NA,NNGO,National,NA,El Salvador,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3907,2022,Professional Alliance for Development,PADet,NNGO,National,http://padet.org,Ethiopia,1998,NA,1,NA,NA,NA,NA,NA,NA,NA,130,A,130,A,NA,NA,NA,1200000,A,9230.77,1200000,NA,NA,NA,NA
5920,2022,Professional Alliance South Sudan,Professional Alliance,NNGO,NA,www.prof-alliance.org,South Sudan,2017,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,2022,Progetto Domani: Cultura e Solidarietà (ProDoCS),NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,2022,Progetto Mondo Movimento Laici America Latina (MLAL),NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2851,2022,Programa Desarrollo y Paz del Magdalena Medio,PDPMM,NNGO,National,https://www.pdpmm.org.co,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6599,2022,Programme Alimentaire Mondial,PAM,NNGO,NA,NA,Mali,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5392,2022,Programme Amkeni Wamama,PAMA,NNGO,NA,NA,DR Congo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5391,2022,Programme d'Actions pour le Developpement Integre,PADI,NNGO,NA,NA,DR Congo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6137,2022,Programme for Helpless and Lagged Societies,PHALS,NNGO,NA,NA,Bangladesh,1996,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5919,2022,Project Hope South Sudan,PHSS,NNGO,NA,NA,South Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,2022,Projectgroep voor Technische Ontwikkelingssamenwerking,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5393,2022,Projet Developpement La Communion Fraternelle,PRODECOM,NNGO,NA,NA,DR Congo,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6600,2022,Projet d?appui au Système de Santé Décentralisé,PASSD,NNGO,NA,NA,Mali,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5989,2022,Projet Evangélique de Développement Communautaire,PEDC,NNGO,NA,NA,Chad,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3618,2022,Projet riz pluvial,NA,NNGO,National,NA,Burkina Faso,2002,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1668,2022,Propac,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3625,2022,Proshika Manobik Unnayan Kendra,NA,NNGO,National,https://www.proshika.org,Bangladesh,1971,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6803,2022,Prosperity of Ukraine,CFPU,NNGO,NA,NA,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6140,2022,Prottyashi,NA,NNGO,NA,NA,Bangladesh,1983,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3627,2022,Proyecto Nuevo Amanecer,NA,NNGO,National,http://integraldeviviendanuevoamanecer.org/,Guatemala,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3630,2022,Prphan Protection and Rehabilitation Aid Association,NA,NNGO,National,NA,Ethiopia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,2022,PSVS,NA,NNGO,National,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6753,2022,Psychological Care Foundation,PCF,NNGO,NA,https://pcfyemen.org/en/,Yemen,2019,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3631,2022,PT Bili Bala Olaria Group,NA,NNGO,National,NA,Timor-Leste,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3633,2022,Public Association SHOOLA,NA,NNGO,National,NA,Kyrgyzstan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4271,2022,Public Concern,NA,NNGO,National,NA,Cameroon,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
